Ean;Référence;Catégorie;Constructeur;Libellé;Px HT;Stock Dispo Achard;En cde Achard
740617152326;34519;Lecteur carte mémoire;Kingston;FCR-MRG2 Lecteur microSD/microSDHC USB 2.0;1.92;1;10
3536401518327;34521;Lecteur carte mémoire;PNY;Wireless Media Reader (WiFi/Batterie);28.88;0;0
740617228830;34523;Lecteur carte mémoire;Kingston;MLG4 Lecteur de carte mSD/SDHC format clé USB3.0 ;8.69;-4;10
;34524;Lecteur carte mémoire;Générique;Lecteur Multicartes + USB3.0 en façade 3.5'';13.73;6;0
;50110;Lecteur Code barre;Honeywell;Voyager 1202G Bluetooth USB Noir;187.77;1;0
;50210;Lecteur Code barre;Générique;Standard CCD 70mm/75mm USB;44.59;2;0
;50214;Lecteur Code barre;Honeywell;Pistolet laser hyperion 1300G - USB;122.21;0;0
5711045281723;50215;Lecteur Code barre;Zebra;Lecteur codes barres portable 1D - CS3000;169.92;0;0
5711045383168;50217;Lecteur Code barre;Zebra;Lecteur codes barres portable 1D Sans fil - CS3070;206.19;0;0
5052178902971;50218;Lecteur Code barre;DataLogic;Gryphon GM4100 - GM4130-BK-433K1;363.63;0;0
;24250;Logiciel Application;Nuance;Dragon Naturally Speaking Home;72.53;2;0
5031199039170;24452;Logiciel Application;Nuance;Power PDF standard;77.24;0;0
;24453;Logiciel Application;Microsoft;Project Pro 2016;1043.97;0;0
;24720;Logiciel Application;SoftThinks;PC Angel (Montage PC Seulement sous Windows);3.27;1191;0
3438600132291;24780;Logiciel Application;EBP;Business Plan Pratic 2017 + VIP;49.98;1;0
3438600132901;24781;Logiciel Application;EBP;Compta  & Gestion Commerciale PRO OL 2017 monop.;665.94;0;0
3438600132970;24782;Logiciel Application;EBP;Pack Eco Artisans du Bâtiment 2017;125.9;0;0
3438600132000;24783;Logiciel Application;EBP;Devis & Facturation Classic 2017 VIP +Satis./remb.;75.29;1;0
3438600131867;24784;Logiciel Application;EBP;Auto-Entrepreneur Pratic 2017;24.67;0;2
3438600131898;24785;Logiciel Application;EBP;Auto-Entrepreneur Pratic 2017 + VIP;37.33;0;0
3438600132383;24788;Logiciel Application;EBP;Compta Pratic 2017 + VIP;62.63;1;0
3438600131904;24789;Logiciel Application;EBP;Devis & Facturation Pratic 2017 + VIP;56.31;0;1
3438600132765;24790;Logiciel Application;EBP;Compta & Devis-Factures Pratic 2017 + VIP;94.27;1;0
3438600132413;24791;Logiciel Application;EBP;Compta DYNAMIC 12 mois 2017 + VIP;49.98;0;0
3438600131966;24792;Logiciel Application;EBP;Devis & Facturation DYNAMIC 12 mois 2017 + VIP;49.98;0;0
3438600132796;24793;Logiciel Application;EBP;Compta & Devis-Factures DYNAMIC 12 mois 2017 + VIP;68.96;0;0
3438600132352;24795;Logiciel Application;EBP;Compta Libérale DYNAMIC 12 mois 2017 + VIP;62.63;0;0
3438600132321;24796;Logiciel Application;EBP;Business Plan Création & Reprise Classic 2017;94.26;0;0
3438600132581;24797;Logiciel Application;EBP;Devis & Facturation Bâtiment 2017;94.27;0;0
3438600132611;24798;Logiciel Application;EBP;Devis & Facturation Bâtim. 2017 VIP +Satis./remb.;106.92;0;0
3438600132932;24800;Logiciel Application;EBP;Compta & Facturation Libérale 2017;106.92;0;0
3438600132451;24801;Logiciel Application;EBP;Compta Classic 2017 + offre Satisfait ou remboursé;100.59;-1;2
3438600132499;24802;Logiciel Application;EBP;Compta Classic 2017 + VIP;125.9;0;1
3438600132826;24803;Logiciel Application;EBP;Compta & Devis-Fact. Classic 2017 VIP Satis./Remb.;113.25;0;0
3438600132093;24804;Logiciel Application;EBP;Paye Classic 2017;151.21;-1;2
3438600132048;24805;Logiciel Application;EBP;Gestion Commerciale Classic 2017;138.55;1;0
3438600132857;24806;Logiciel Application;EBP;Pack de Gestion Entreprise Classic 2017 + ODR 80€;189.17;0;0
3438600132673;24807;Logiciel Application;EBP;Compta MAC 2017;132.22;0;0
3438600132703;24808;Logiciel Application;EBP;Devis et Facturation MAC 2017;144.88;0;0
3438600132734;24809;Logiciel Application;EBP;Compta & Devis-Factures MAC 2017;201.82;0;0
3438600132642;24810;Logiciel Application;EBP;Compta & Facturation Libérale MAC 2017;157.53;0;0
3438600132543;24811;Logiciel Application;EBP;Mon Budget Perso 2017;15.18;3;0
3438600133045;24812;Logiciel Application;EBP;Mon Budget Perso GOLD 2017;31;0;0
3438600132147;24813;Logiciel Application;EBP;Mon Association 2017;49.98;0;0
3438600132963;24814;Logiciel Application;EBP;Pack Eco Association 2017;75.29;0;0
3438600132208;24815;Logiciel Application;EBP;Ma Gestion Immobilière 2017 version 10 Lots;106.92;0;0
3438600132260;24816;Logiciel Application;EBP;Ma Gestion Immobilière 2017 version 50 Lots;208.15;0;0
3438600132154;24817;Logiciel Application;EBP;Mon Association 2017 - Offre Spéciale MS 2016;119.57;1;0
3438600132215;24818;Logiciel Application;EBP;Ma Gestion Immobilière 2017 version 25 Lots;157.53;0;0
3438600132918;24820;Logiciel Application;EBP;Pack Etudiant 2017 - Offre Spéciale MS 2016;100.59;0;1
3438600132529;24821;Logiciel Application;EBP;Compta PRO OL 2017 monoposte;311.7;0;0
3438600132079;24822;Logiciel Application;EBP;Gestion Commerciale PRO OL 2017 monoposte;505.59;-1;1
3438600132123;24823;Logiciel Application;EBP;Paye PRO OL 2017 monoposte;425.41;0;0
3438600132895;24824;Logiciel Application;EBP;Pack de Gestion PRO OL 2017 monoposte;926.91;0;0
3438600133021;24825;Logiciel Application;EBP;Compta Association PRO OL 2017 monoposte;154.62;0;0
735163149012;24826;Logiciel Application;Pinnacle;Studio 20;37.13;0;0
735163147971;24827;Logiciel Application;Corel;CorelDRAW Graphics Suite X8;542.56;0;0
4260019575371;24828;Logiciel Application;Acronis;True image 2017;35.43;0;0
885370991567;24830;Logiciel Application;Microsoft;Visio Standard 2016;295.89;0;0
735163148916;24831;Logiciel Application;Corel;PaintShop Pro X9 -Ensemble de boites/1 utilisateur;46.38;0;0
5051254636694;24832;Logiciel Application;Adobe;Photoshop Elements v15 -  Ensemble de boites;66.42;0;0
735163149081;24834;Logiciel Application;Pinnacle;Studio Plus v.20;67.94;0;0
735163149173;24835;Logiciel Application;Pinnacle;Studio Ultimate v.20;89.86;0;0
3364721160250;24099;Logiciel sécurité;Bitdefender;Internet Security 2017 OEM - 1 An / 1 PC;4.91;-48;500
5032037049481;24409;Logiciel sécurité;McAfee;Anti-Virus PLUS - 1 An / 1 PC;4.99;2485;0
5060373053299;24424;Logiciel sécurité;Kaspersky;Antivirus 2015 - 1 An / 1 PC;14.65;0;0
5060037893155;24428;Logiciel sécurité;Kaspersky;Antivirus 2016 - 1 An / 1 PC;14.38;0;0
;24436;Logiciel sécurité;Bitdefender;Internet Security 2016 OEM - 1 An / 1 PC;5.49;0;0
5060037893162;24437;Logiciel sécurité;Kaspersky;Antivirus 2016 - 1 An / 3 PC;21.82;0;0
3364721160304;24438;Logiciel sécurité;Bitdefender;Antivirus PC Lifetime Edition - A vie / 1 PC;16.89;18;0
5060037893223;24443;Logiciel sécurité;Kaspersky;Internet Security 2016 Boite - 1 An / 5 PC;39.22;0;0
3364721150541;24445;Logiciel sécurité;Bitdefender;Antivirus PC Lifetime Edition - A vie / 1 PC;16.88;0;0
5060437605433;24459;Logiciel sécurité;Kaspersky;Antivirus 2017 - 1 An / 1 PC;14.6;-1;100
5060437605457;24460;Logiciel sécurité;Kaspersky;Antivirus 2017 - 1 An / 3 PC;21.82;0;30
5060437605518;24461;Logiciel sécurité;Kaspersky;Internet Security 2017 - 1 An / 1 PC;25.09;5;0
5060437605549;24462;Logiciel sécurité;Kaspersky;Internet Security 2017 - 1 An / 3 PC;33.81;3;0
5060437605556;24463;Logiciel sécurité;Kaspersky;Internet Security 2017 - 1 An / 5 PC;42.87;6;0
3364721160021;24465;Logiciel sécurité;Bitdefender;Antivirus Plus 2017 - 1 An / 1 PC;11.25;-8;30
3364721160038;24466;Logiciel sécurité;Bitdefender;Antivirus Plus 2017 - 2 Ans / 3 PC;22.51;1;30
3364721160045;24467;Logiciel sécurité;Bitdefender;Internet Security 2017 - 1 An / 5 PC;22.51;18;0
3364721160052;24468;Logiciel sécurité;Bitdefender;Internet Security 2017 - 2 Ans / 5 PC;33.79;-16;40
3364721160069;24469;Logiciel sécurité;Bitdefender;Total Security Multi-Device 2017 - 2 Ans/10 periph;45.06;16;0
;24657;Logiciel sécurité;Bitdefender;Mobile Security pour Androïd (clé d'activation);1.36;5;0
885370455038;24481;Logiciel Suite bureautique;Microsoft;Office Famille/Petite Entreprise 2013 COEM;185.85;1;0
889842086157;24489;Logiciel Suite bureautique;Microsoft;Office 365 Personnel 1 an;48.73;4;0
889842089875;24491;Logiciel Suite bureautique;Microsoft;Office Famille/Etudiant 2016 COEM;109.49;-12;0
;24493;Logiciel Suite bureautique;Microsoft;Office Famille/Petite Entreprise 2016 DUST;169.83;0;0
;24496;Logiciel Suite bureautique;Microsoft;Licence Office 2016 PRO Plus Education Open A;72.31;0;0
;24497;Logiciel Suite bureautique;Microsoft;Licence Office 2016 Standard Education Open A;55.58;0;0
889842095135;24499;Logiciel Suite bureautique;Microsoft;Office Famille/Etudiant 2016 Pour Mac COEM;110.17;0;0
889842086034;24502;Logiciel Suite bureautique;Microsoft;Office 365 Home 1 An / 5 PC + 5 App. Mob.;69.42;-1;0
889842090598;24503;Logiciel Suite bureautique;Microsoft;Office Famille/Petite Entreprise 2016 COEM;171.29;81;0
;24511;Logiciel Suite bureautique;Microsoft;Licence Office 2016 PRO Plus Education Open B;68.66;0;0
885370720686;24193;Logiciel système exploitation;Microsoft;Windows 7 Edition Professionelle 64b COEM;125.72;18;0
882224933339;24253;Logiciel système exploitation;Microsoft;CAL 5 Users Exchange Server 2010 Standard;428.74;0;0
;24258;Logiciel système exploitation;Microsoft;Windows Server 2012 Standard COEM;672.49;0;0
885370442137;24260;Logiciel système exploitation;Microsoft;CAL User Windows Server 2012 COEM;37.62;0;0
885370438550;24261;Logiciel système exploitation;Microsoft;Windows Server 2012 Datacenter COEM;4315.55;0;0
;24263;Logiciel système exploitation;Microsoft;Windows Server Foundation 2012 DUST;182.91;4;0
;24264;Logiciel système exploitation;Microsoft;Windows Server 2012 Standard DUST;635.91;4;0
885370635720;24357;Logiciel système exploitation;Microsoft;Windows 8.1 64B COEM;92.76;0;0
885370922325;24426;Logiciel système exploitation;Microsoft;Windows 10 Home 64Bits COEM;95.19;-8;50
885370920833;24427;Logiciel système exploitation;Microsoft;Windows 10 PRO 64Bits COEM;127.78;10;0
;24430;Logiciel système exploitation;Microsoft;Windows 10 Home 64b CYBERTEK;91.42;109;0
;24441;Logiciel système exploitation;Microsoft;Windows 10 PRO 64b CYBERTEK;124.11;-2;0
;24448;Logiciel système exploitation;Microsoft;Windows 10 Home for HighEnd 64b CYBERTEK;91.16;14;0
885370768664;24451;Logiciel système exploitation;Microsoft;SQL Serveur 2014 Standard - 1 serveur + 10 clients;3106.94;0;0
;24455;Logiciel système exploitation;Microsoft;Windows Server Standard 2012 R2 Open A Gouv;674.97;0;0
;24456;Logiciel système exploitation;Microsoft;CAL User Windows Server 2012 Open A Gouv;29.14;0;0
;24457;Logiciel système exploitation;Microsoft;Exchange Server 2016 Standard Open Business;705.14;0;0
;24458;Logiciel système exploitation;Microsoft;Cal User Exchange Server 2016 Standard Open Bus.;87.51;0;0
;24473;Logiciel système exploitation;Microsoft;Remote Desktop CAL User Win. Server 2016 Open Bus.;136.12;0;0
889842165746;24474;Logiciel système exploitation;Microsoft;Windows Server 2016 Standard OEM;672.49;0;0
;24476;Logiciel système exploitation;Microsoft;CAL User Windows Server 2016 Open Education;7.31;0;0
811127018812;7000;Lunettes de protection;Gunnar;RPG by RAZER;75.63;1;0
811127018836;7001;Lunettes de protection;Gunnar;CERBERUS by RAZER;75.63;1;0
811127017709;7002;Lunettes de protection;Gunnar;PPK DARK STEEL;60.27;1;0
811127012377;7003;Lunettes de protection;Gunnar;PPK ONYX MERCURY;60.27;2;0
811127012346;7004;Lunettes de protection;Gunnar;PPK ONYX;60.27;1;0
811127014371;7005;Lunettes de protection;Gunnar;VAYPER ONYX;60.27;1;0
811127012391;7006;Lunettes de protection;Gunnar;MLG PHANTOM ONYX;60.27;0;0
811127018355;7007;Lunettes de protection;Gunnar;MLG PHANTOM FREEZE;60.27;1;0
811127019208;7009;Lunettes de protection;Gunnar;ENIGMA ONYX;44.9;2;0
870584003069;2606;Mémoire PC;Corsair;VS1GB400C3 (1Go DDR 400 PC3200);22.63;3;0
870584005902;2612;Mémoire PC;Corsair;VS1GB667D2 (1Go DDR2 667 PC5400);12.32;8;0
843591000093;2614;Mémoire PC;Corsair;VS2GB667D2 (2Go DDR2 667 PC5400);19.73;12;0
843591005098;2646;Mémoire PC;Corsair;VS2GB1333D3 (2Go DDR3 1333 PC10600);15.49;20;0
843591008709;2814;Mémoire PC;Corsair;CMP8GX3M2A1600C9 (2x4Go DDR3 1600 PC12800);82.65;0;0
843591010061;2823;Mémoire PC;Corsair;CMV4GX3M1A1333C9 (4Go DDR3 1333 PC10600);27.23;-12;20
843591010894;2824;Mémoire PC;Corsair;CMZ4GX3M1A1600C9 (4Go DDR3 1600 PC12800);28.07;-3;32
843591016179;2835;Mémoire PC;Corsair;CMZ8GX3M1A1600C10 (8Go DDR3 1600 PC12800);50.33;-16;32
843591016544;2838;Mémoire PC;Corsair;CMZ8GX3M2A2133C11R (2x4Go DDR3 2133 PC17066);73.42;0;0
740617195613;2863;Mémoire PC;Kingston;KVR1333D3N9/8G (8Go DDR3 1333 PC10600);48.73;4;15
760557811039;2866;Mémoire PC;Transcend;JM800QLU-1G (1Go DDR2 800 PC6400);11.27;0;0
740617207620;2867;Mémoire PC;Kingston;KVR13N9S8/4 (4Go DDR3 1333 PC10600);26.31;31;50
740617228250;2877;Mémoire PC;Kingston;KVR13N9S6/2 (2Go DDR3 1333 PC10600);15.27;9;10
843591045957;2880;Mémoire PC;Corsair;CMY16GX3M2A2400C11R (2x8Go DDR3 2400 PC19200);106.67;8;0
740617230406;2881;Mémoire PC;Kingston;HX316C10FB/8 (8Go DDR3 1600 PC12800);54.44;32;20
740617208979;2882;Mémoire PC;Kingston;KVR16E11/8 (8Go DDR3 1600 PC12800 ECC);69.24;4;0
740617230376;2884;Mémoire PC;Kingston;HX316C10F/4 (4Go DDR3 1600 PC12800);29.29;30;0
740617236552;2890;Mémoire PC;Kingston;HX428C14PB2K4/16 (4x4Go DDR4 2800 PC22400);161.35;3;0
649528768421;2891;Mémoire PC;Crucial;CT4G4DFS8213 (4Go DDR4 2133 PC17066);26.97;37;0
649528768452;2892;Mémoire PC;Crucial;CT8G4DFD8213 (8Go DDR4 2133 PC17066);50.46;-50;150
740617207774;2894;Mémoire PC;Kingston;KVR16N11S8/4 (4Go DDR3 1600 PC12800);26.1;7;30
649528767479;2895;Mémoire PC;Crucial;CT8G4RFS4213 (8Go DDR4 2133 PC17066 ECC);65.48;4;0
843591055970;2896;Mémoire PC;Corsair;CMD16GX4M4B3000C15 (4x4Go DDR4 3000 PC24000);233.42;0;0
843591016650;2903;Mémoire PC;Corsair;CML4GX3M1A1600C9 (4Go DDR3 1600 PC12800 LP);26.63;3;0
740617241037;2906;Mémoire PC;Kingston;HX421C14FB/8 (8Go DDR4 2133 PC17066);58.79;2;0
843591034098;2908;Mémoire PC;Corsair;CMV4GX3M1A1600C11 (4Go DDR3 1600 PC12800);27.17;10;20
843591058179;2910;Mémoire PC;Corsair;CMK8GX4M1A2400C14 (8Go DDR4 2400 PC19200);53.92;0;30
843591036740;2912;Mémoire PC;Corsair;CML8GX3M1A1600C9 (8Go DDR3 1600 PC12800 LP);50.42;20;0
7406172349238;2915;Mémoire PC;Kingston;KVR21R15D4/16 (16Go DDR4 2133 PC17066 ECC);138.6;0;0
649528762160;2917;Mémoire PC;Crucial;CT102464BA160B (8Go DDR3 1600 PC12800);24.31;-3;0
3536401462545;2919;Mémoire PC;PNY;DIMM102GBN/6400/2-SB (2Go DDR2 800 PC6400);14.72;29;0
3536401463078;2923;Mémoire PC;PNY;4Go DDR3-1600 PC12800 DIM104GBN/12800/3-SB;14.08;0;0
843591052962;2924;Mémoire PC;Corsair;CMV4GX4M1A2133C15 (4Go DDR4 2133 PC17066);27.87;-22;20
649528771193;2925;Mémoire PC;Ballistix;BLT8G4D26AFTA (8Go DDR4 2666 PC21300);61.3;1;0
843591052955;2926;Mémoire PC;Corsair;CMV8GX4M1A2133C15 (8Go DDR4 2133 PC17066);51.91;-90;200
649528771186;2929;Mémoire PC;Ballistix;BLT4G4D26AFTA (4Go DDR4 2666 PC21300);29.46;1;0
649528739100;2930;Mémoire PC;Crucial;CT25664AA800 (2Go DDR2 800 PC6400);22.91;0;0
649528762238;2931;Mémoire PC;Crucial;CT102464BD160B (8Go DDR3L 1.35/1.5V 1600 PC12800);47.37;39;0
649528770578;2932;Mémoire PC;Ballistix;BLE2C8G4D26AFEA (2x8Go DDR4 2666 PC21300);111.57;0;0
649528771353;2933;Mémoire PC;Ballistix;BLS2C4G4D240FSB (2x4Go DDR4 2400 PC19200);54.55;2;0
649528771360;2934;Mémoire PC;Ballistix;BLS2C8G4D240FSB (2x8Go DDR4 2400 PC19200);104.27;1;0
843591070010;2950;Mémoire PC;Corsair;CMK16GX4M2B3000C15 (2x8Go DDR4 3000 PC24000);112.87;0;10
649528772466;2951;Mémoire PC;Crucial;CT4K8G4WFS824A (4x8Go DDR4 2400 PC19200 ECC);259.61;0;0
649528772565;2952;Mémoire PC;Crucial;CT4K8G4RFS824A (4x8Go DDR4 2400 PC19200 ECC);246.97;0;0
649528767493;2953;Mémoire PC;Crucial;CT4K8G4RFD8213 (4x8Go DDR4 2133 PC17066 ECC);206.39;0;0
649528773500;2954;Mémoire PC;Crucial;CT16G4DFD824A (16Go DDR4 2400 PC19200);98.6;2;10
649528771247;2960;Mémoire PC;Ballistix;BLT2C4G4D26AFTA (2x4Go DDR4 2666 PC21300);69.08;3;0
649528774255;2962;Mémoire PC;Ballistix;BLS16G4D240FSC (16Go DDR4 2400 PC19200);105.67;2;0
649528769343;2965;Mémoire PC;Ballistix;BLT8G3D21BCT1 (8Go DDR3 2133 PC17066);61.07;1;0
740617250961;2970;Mémoire PC;Kingston;HX424C12SB2/8 (8Go DDR4 2400 PC19200);65.47;2;0
843591036061;2971;Mémoire PC;Corsair;CMV8GX3M1A1600C11 (8Go DDR3 1600 PC12800);51.05;16;0
843591067423;2975;Mémoire PC;Corsair;CMV16GX4M1A2133C15 (16Go DDR4 2133 PC17066);103.01;2;0
843591082549;2976;Mémoire PC;Corsair;CMK16GX4M2A2400C16 (2x8Go DDR4 2400 PC19200);104.45;0;10
843591083713;2977;Mémoire PC;Corsair;CMK8GX4M2A2400C16 (2x4Go DDR4 2400 PC19200);54.4;-1;10
649528762498;2978;Mémoire PC;Crucial;CT51264BD160BJ (4Go DDR3L 1.35/1.5v 1600 PC12800);24.78;32;0
843591071161;2981;Mémoire PC;Corsair;CMD32GX4M2B3000C15 (2x16Go DDR4 3000 PC24000);242.61;0;0
843591084727;2983;Mémoire PC;Corsair;CMK4GX4M1A2400C16 (4Go DDR4 2400 PC19200);28.85;24;0
843591084246;2984;Mémoire PC;Corsair;CMK16GX4M1A2400C14 (16Go DDR4 2400 PC19200);105.26;1;0
649528778925;2986;Mémoire PC;Ballistix;BLE8G4D30AEEA (8Go DDR4 3000 PC24000);68.22;1;0
843591090254;2987;Mémoire PC;Corsair;CMU16GX4M2C3000C15R (2x8Go DDR4 PC24000 RED LED);108.2;12;0
843591090247;2988;Mémoire PC;Corsair;CMU16GX4M2C3000C15 (2x8Go DDR4 PC24000 WH. LED);111.94;11;0
649528777225;2990;Mémoire PC;Ballistix;BLS4G4D240FSE (4Go DDR4 2400 PC19200);29.99;0;3
649528777232;2991;Mémoire PC;Ballistix;BLS8G4D240FSE (8Go DDR4 2400 PC19200);54.65;3;0
649528777249;2992;Mémoire PC;Ballistix;BLS16G4D240FSE (16Go DDR4 2400 PC19200);104.16;1;0
649528782267;2994;Mémoire PC;Ballistix;BLS16G4D26BFSE (16Go DDR4 2666 PC21300);113.32;0;0
843591070454;2995;Mémoire PC;Corsair;CMK16GX4M2B3200C16 (2x8Go DDR4 3200 PC25600);117.96;0;0
649528772572;2996;Mémoire PC;Crucial;CT16G4RFS424A (16Go DDR4 2400 PC19200 ECC);137.25;-2;0
740617207019;34404;Mémoire PC portable;Kingston;SO-DIMM 8Go DDR3 1600 KVR16S11/8;47.01;-1;10
760557812821;34473;Mémoire PC portable;Transcend;SO-DIMM 2Go DDR3 1066 TS256MSK64V1U;23.21;0;0
740617231625;34474;Mémoire PC portable;Kingston;SO-DIMM 2Go DDR3 1333 1.35V KVR13LS9S6/2;11.35;12;0
3536401463023;34475;Mémoire PC portable;Marque/Marque;SO-DIMM 2Go DDR3 1333 1.5V;14.33;60;0
3536401463184;34476;Mémoire PC portable;PNY;SO-DIMM 2Go DDR3 1333 1.35V SOD2GBN10600/3L-SB;10.23;1927;0
3536401463177;34477;Mémoire PC portable;PNY;SO-DIMM 4Go DDR3 1600 1.35V SOD4GBN12800/3L-SB;20.26;0;0
760557822240;34483;Mémoire PC portable;Transcend;SO-DIMM 8Go DDR3 1600 TS1GSK64V6H;31;0;0
;34494;Mémoire PC portable;Kingston;SO-DIMM 4Go DDR3 1600 KVR16S11S8/4;25.06;10;0
649528762191;34503;Mémoire PC portable;Crucial;SO-DIMM 4Go DDR3 1600 1.35V/1.5V CT51264BF160BJ;24.48;11;0
740617207767;34507;Mémoire PC portable;Kingston;SO-DIMM 4Go DDR3 1333 1.5V KVR13S9S8/4;25.51;0;0
740617219784;34508;Mémoire PC portable;Kingston;SO-DIMM 4Go DDR3 1600 1.35V KVR16LS11/4;26.4;3;0
740617219791;34509;Mémoire PC portable;Kingston;SO-DIMM 8Go DDR3 1600 1.35V KVR16LS11/8;48.77;1;0
843591044967;34525;Mémoire PC portable;Corsair;SO-DIMM 8Go DDR3 1600 1.35V CMSO8GX3M1C1600C11;48.75;1;20
649528754592;34528;Mémoire PC portable;Crucial;SO-DIMM 8Go DDR3 1600 1.35/1.5V CT102464BF160B;48.57;1;3
649528764720;34529;Mémoire PC portable;Crucial;SO-DIMM 2Go DDR3 1600 1.35V/1.5V CT25664BF160BJ;14.31;4;0
649528762375;34531;Mémoire PC portable;Crucial;SO-DIMM 2Go DDR2 667 for MAC CT2G2S667MCEU;24.4;0;3
649528761842;34532;Mémoire PC portable;Crucial;SO-DIMM 2Go DDR2 800 for MAC CT2G2S800MCEU;24.33;1;5
649528762283;34533;Mémoire PC portable;Crucial;SO-DIMM 2Go DDR3 1066 for MAC CT2G3S1067MCEU;18.98;25;0
649528762290;34534;Mémoire PC portable;Crucial;SO-DIMM 4Go DDR3 1066 for MAC CT4G3S1067MCEU;33.03;4;0
649528762313;34536;Mémoire PC portable;Crucial;SO-DIMM 4Go DDR3 1333 for MAC CT4G3S1339MCEU;32.63;1;10
649528762320;34537;Mémoire PC portable;Crucial;SO-DIMM 8Go DDR3 1333 for MAC CT8G3S1339MCEU;50.13;3;5
649528762337;34538;Mémoire PC portable;Crucial;SO-DIMM 4Go DDR3 1600 for MAC CT4G3S160BMCEU;30.83;7;0
649528762344;34539;Mémoire PC portable;Crucial;SO-DIMM 8Go DDR3 1600 for MAC CT8G3S160BMCEU;47.17;1;2
649528768391;34540;Mémoire PC portable;Crucial;SO-DIMM 8Go DDR4 2133 CT8G4SFD8213;51.07;-2;10
649528768360;34541;Mémoire PC portable;Crucial;SO-DIMM 4Go DDR4 2133 CT4G4SFS8213;25.89;10;0
649528773357;34542;Mémoire PC portable;Crucial;SO-DIMM 16Go DDR4 2133 CT16G4SFD8213;94.72;3;0
649528733030;34543;Mémoire PC portable;Crucial;SO-DIMM 2Go DDR2 667 CT25664AC667;24.64;0;5
740617253603;34544;Mémoire PC portable;Kingston;SO-DIMM 16Go DDR4 2133 KVR21S15D8/16;108.81;0;0
740617248586;34545;Mémoire PC portable;Kingston;SO-DIMM 4Go DDR4 2133 KVR21S15S8/4;27.92;6;0
740617256444;34546;Mémoire PC portable;Kingston;SO-DIMM 8Go DDR4 2133 KVR21S15S8/8;54.61;7;0
843591067379;34550;Mémoire PC portable;Corsair;SO-DIMM 8Go DDR4 2133 CMSO8GX4M1A2133C15;52.89;2;0
870584003793;34673;Mémoire PC portable;Corsair;SO-DIMM 1Go DDR 400 VS1GSDS400;28.95;5;0
843591007146;34675;Mémoire PC portable;Corsair;SO-DIMM 4Go DDR3 1333 CMSO4GX3M1A1333C9;28.56;16;0
649528776334;34676;Mémoire PC portable;Crucial;SO-DIMM 8Go DDR4 2400 CT8G4SFS824A;51.41;4;0
649528773401;34677;Mémoire PC portable;Crucial;SO-DIMM 16Go DDR4 2400 CT16G4SFD824A;102.48;5;0
;28005;Micro-casque;Générique;Casque et micro;2.53;8;0
;28007;Micro-casque;Générique;Casque et micro pour téléphone RJ9;8.33;1;0
3303170046524;28012;Micro-casque;T'nB;Flextyle - Noir/Blanc;7.89;0;0
3303170043967;28022;Micro-casque;T'nB;Music Trend Electro;16.34;0;0
3303170048993;28026;Micro-casque;T'nB;Pure - Gris;14.04;0;0
5033588021025;28054;Micro-casque;Plantronics;Microphone sur pied Audio 300;8.29;5;0
5033588027447;28055;Micro-casque;Plantronics;Audio 310 - Micro-casque monaural;9.43;2;0
3760162054026;28099;Micro-casque;Bluestork;MC190 - Micro-casque stéréo;6.39;18;0
3760162051148;28100;Micro-casque;Bluestork;MC200 - Micro-casque stéréo;8.4;19;0
3760162053180;28102;Micro-casque;Bluestork;MC400 - Micro-casque stéréo;13.48;3;0
3760162051711;28103;Micro-casque;Bluestork;MC100 - Micro-casque stéréo;5.83;95;0
5099206022423;28169;Micro-casque;Logitech;Stereo Headset H110;12.66;-11;20
5099206028586;28170;Micro-casque;Logitech;Stereo Headset H150 Coconut;17.6;-11;8
5099206038844;28171;Micro-casque;Logitech;USB Headset H340;23.49;0;0
5033588029236;28310;Micro-casque;Plantronics;Audio 355 - Micro-casque stéréo HiFi;15.82;-5;24
5033588036333;28406;Micro-casque;Plantronics;Audio 628 - Micro-casque stéréo USB;20.94;6;0
5099206042582;28439;Micro-casque;Logitech;G230 Stereo Gaming Headset;37.6;3;0
5099206042575;28440;Micro-casque;Logitech;G430 Surround Sound Gaming Headset;51.08;25;0
;28469;Micro-casque;Générique;Ecouteurs intra-auriculaires Noirs;2.49;0;0
3772243050353;28480;Micro-casque;Heden;PRO Sound Noir - Bluetooth+Fil./recharge./NFC/4HP;29.72;4;0
843591053037;28514;Micro-casque;Corsair;Gaming VOID Dolby 7.1 ED. Carbone CA-9011130-EU;67.05;0;4
843591053068;28515;Micro-casque;Corsair;Gaming VOID Stereo CA-9011131-EU;49.71;0;4
843591053099;28516;Micro-casque;Corsair;Gaming VOID Dolby 7.1 Wireless CA-9011132-EU;84.12;3;0
843591056342;28517;Micro-casque;Corsair;Gaming VOID Dolby 7.1 Wireless SE CA-9011135-EU;97.42;4;0
5707119024471;28519;Micro-casque;Steelseries;Siberia V3 Blanc;71.59;1;0
5707119024884;28520;Micro-casque;Steelseries;Siberia V3 Prism - Gris;92.88;1;0
740617228014;28521;Micro-casque;HyperX;Cloud Gaming Headset (Black);54.35;25;0
8886419370529;28522;Micro-casque;Razer;Kraken 7.1 Chroma;64.91;62;0
5099206030015;28523;Micro-casque;Logitech;USB Headset H390;29.09;-10;15
3760162055009;28524;Micro-casque;Bluestork;MC90 - Micro-casque stéréo;4.51;42;0
740617235678;28526;Micro-casque;HyperX;Cloud II Pro Gaming Headset (Gun Metal);70.38;8;0
